Date,NIFTY_Return_1D,NIFTY_Return_5D,NIFTY_Return_20D,NIFTY_SMA50,NIFTY_RSI
2015-11-05,-0.010540782311541208,-0.019268321223841922,-0.027141843334289706,7985.103037109375,38.13149599514287
2015-11-06,-0.00014460408861305396,-0.013823799585901075,-0.02153312268089158,7988.009033203125,38.0591611573297
2015-11-09,-0.004915531264230055,-0.016842998542337173,-0.03351771047212626,7988.699033203125,35.588117321715586
2015-11-10,-0.01665783484975325,-0.03440769299638957,-0.0442371918660005,7988.529033203125,28.798012557279762
2015-11-13,-0.002710927478722036,-0.03457005902347399,-0.04543332715653592,7984.795029296875,27.881218265470636
2015-11-16,0.005713562131630656,-0.018710455599854736,-0.03716126349813509,7980.88802734375,32.72888555123809
2015-11-17,0.00396455648349936,-0.014677596126210779,-0.04180575772510542,7978.21302734375,35.96375618808544
2015-11-18,-0.01349273722468125,-0.023170657229063196,-0.06146411050151812,7977.132021484375,30.556886386268204
2015-11-19,0.014349853606560714,0.007631662664337346,-0.05224135381549233,7979.647021484375,40.640247622757144
2015-11-20,0.0017595619760288894,0.01214851424361485,-0.049033857254138,7980.318017578125,41.77273171139562
2015-11-23,-0.0009291361817810317,0.005463313325932306,-0.04877179075666338,7984.202021484375,41.32361284782837
2015-11-24,-0.002248610038379506,-0.0007591284495176431,-0.055916205478318326,7989.65802734375,40.198253168949776
2015-11-26,0.006665267171503286,0.019659070829517455,-0.045608344348485264,7993.5690234375,44.971270330298054
2015-11-27,0.0074710662477730505,0.012744279151126747,-0.03524884081470947,7996.051025390625,49.83648368614528
2015-11-30,-0.0009379927643368147,0.010017144582415094,-0.028875830927243107,7998.9940234375,49.2434288455163
2015-12-01,0.0024762801857218797,0.013459872260884742,-0.019336160218972442,8002.306025390625,50.90294072142546
2015-12-02,-0.00296041496142041,0.012736860763594482,-0.016669110353211836,8003.48802734375,48.84187421244368
2015-12-03,-0.008472730932953976,-0.002492440552849473,-0.023184019833045078,8004.1890234375,43.43709657411054
